onset,duration,weight,trial_type
3.09,3.50,1,cue-first
8.19,1.18,1,task-first
17.24,3.50,1,cue-easy_easy
22.31,6.00,1,error
31.37,3.50,1,cue-easy_hard
36.46,3.80,1,task-easy_hard
45.51,3.50,1,cue-hard_hard
50.59,3.16,1,task-hard_hard
59.64,3.50,1,cue-hard_hard
64.71,3.54,1,error
73.76,3.50,1,cue-hard_easy
78.82,2.51,1,task-hard_easy
87.87,3.50,1,cue-easy_hard
92.94,5.04,1,error
101.99,3.50,1,cue-hard_easy
107.06,2.50,1,task-hard_easy
116.11,3.50,1,cue-easy_hard
121.19,6.00,1,error
130.26,3.50,1,cue-hard_hard
135.32,1.80,1,task-hard_hard
144.39,3.50,1,cue-hard_easy
149.46,0.85,1,task-hard_easy
158.53,3.50,1,cue-easy_hard
163.59,2.60,1,error
172.66,3.50,1,cue-hard_easy
177.74,2.60,1,error
186.81,3.50,1,cue-easy_hard
191.89,2.31,1,error
200.94,3.50,1,cue-hard_easy
206.01,3.42,1,task-hard_easy
215.08,3.50,1,cue-easy_easy
220.14,0.88,1,task-easy_easy
229.19,3.50,1,cue-easy_hard
234.26,1.64,1,task-easy_hard
243.31,3.50,1,cue-hard_hard
248.38,3.73,1,task-hard_hard
257.43,3.50,1,cue-hard_hard
262.51,4.01,1,task-hard_hard
271.56,3.50,1,cue-hard_easy
276.63,2.69,1,task-hard_easy
285.70,3.50,1,cue-easy_hard
290.78,3.03,1,task-easy_hard
299.85,3.50,1,cue-hard_easy
304.93,3.80,1,error
314.00,3.50,1,cue-easy_easy
319.08,2.70,1,task-easy_easy
328.15,3.50,1,cue-easy_hard
333.23,3.43,1,task-easy_hard
342.28,3.50,1,cue-hard_hard
347.36,3.86,1,error
356.43,3.50,1,cue-hard_hard
361.51,3.50,1,task-hard_hard
370.58,3.50,1,cue-hard_easy
375.66,0.66,1,error
384.73,3.50,1,cue-easy_hard
389.81,3.22,1,task-easy_hard
398.88,3.50,1,cue-hard_hard
403.96,2.83,1,task-hard_hard
413.03,3.50,1,cue-hard_hard
418.11,3.08,1,task-hard_hard
427.18,3.50,1,cue-hard_easy
432.27,1.14,1,task-hard_easy
441.33,3.50,1,cue-easy_easy
446.42,2.26,1,task-easy_easy
455.47,3.50,1,cue-easy_easy
460.55,2.36,1,task-easy_easy
469.62,3.50,1,cue-easy_easy
474.70,1.20,1,task-easy_easy
483.77,3.50,1,cue-easy_easy
488.85,1.59,1,task-easy_easy
497.92,3.50,1,cue-easy_easy
503.00,0.71,1,task-easy_easy
512.07,3.50,1,cue-easy_easy
517.15,1.55,1,task-easy_easy
