onset,duration,weight,trial_type
3.10,3.50,1,cue-first
8.22,4.40,1,task-first
17.29,3.50,1,cue-hard_easy
22.35,1.77,1,task-hard_easy
31.42,3.50,1,cue-easy_easy
36.51,1.59,1,task-easy_easy
45.57,3.50,1,cue-easy_easy
50.66,2.60,1,task-easy_easy
59.72,3.50,1,cue-easy_easy
64.81,1.39,1,task-easy_easy
73.87,3.50,1,cue-easy_easy
78.96,0.83,1,task-easy_easy
88.02,3.50,1,cue-easy_hard
93.09,3.55,1,error
102.16,3.50,1,cue-hard_easy
107.24,3.65,1,task-hard_easy
116.31,3.50,1,cue-easy_easy
121.39,1.80,1,task-easy_easy
130.46,3.50,1,cue-easy_hard
135.54,4.26,1,task-easy_hard
144.59,3.50,1,cue-hard_easy
149.66,4.31,1,task-hard_easy
158.72,3.50,1,cue-easy_easy
163.81,2.09,1,task-easy_easy
172.87,3.50,1,cue-easy_hard
177.94,3.04,1,task-easy_hard
187.01,3.50,1,cue-hard_hard
192.09,4.61,1,task-hard_hard
201.14,3.50,1,cue-hard_hard
206.21,4.18,1,error
215.28,3.50,1,cue-hard_hard
220.36,4.19,1,error
229.43,3.50,1,cue-hard_easy
234.51,0.85,1,task-hard_easy
243.58,3.50,1,cue-easy_easy
248.66,2.11,1,error
257.71,3.50,1,cue-easy_hard
262.79,2.76,1,task-easy_hard
271.86,3.50,1,cue-hard_easy
276.94,0.88,1,task-hard_easy
286.03,3.50,1,cue-easy_easy
291.11,1.54,1,task-easy_easy
300.18,3.50,1,cue-easy_easy
305.26,2.36,1,task-easy_easy
314.33,3.50,1,cue-easy_hard
319.41,4.16,1,task-easy_hard
328.48,3.50,1,cue-hard_easy
333.56,0.88,1,task-hard_easy
342.65,3.50,1,cue-easy_hard
347.73,6.00,1,error
356.81,3.50,1,cue-hard_easy
361.90,0.75,1,task-hard_easy
370.98,3.50,1,cue-easy_hard
376.08,1.38,1,error
385.16,3.50,1,cue-hard_hard
390.26,1.35,1,task-hard_hard
399.35,3.50,1,cue-hard_hard
404.45,5.33,1,error
413.51,3.50,1,cue-hard_hard
418.61,4.66,1,task-hard_hard
427.68,3.50,1,cue-hard_easy
432.76,2.25,1,task-hard_easy
441.85,3.50,1,cue-easy_hard
446.95,3.79,1,task-easy_hard
456.03,3.50,1,cue-hard_hard
461.13,2.28,1,task-hard_hard
470.20,3.50,1,cue-hard_easy
475.30,2.32,1,task-hard_easy
484.38,3.50,1,cue-easy_hard
489.48,4.52,1,error
498.57,3.50,1,cue-hard_hard
503.67,6.00,1,error
512.75,3.50,1,cue-hard_hard
517.85,5.45,1,error
